age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,euribor3m,nr.employed,y
44,management,married,6,1,2,0,1,jul,thu,15,0,1,4.968,5228.1,0
40,admin.,married,3,0,2,0,1,jul,thu,4,0,1,4.968,5228.1,0
55,technician,married,7,0,2,2,1,jul,thu,5,0,1,4.968,5228.1,0
44,admin.,divorced,5,0,2,2,1,jul,thu,11,0,1,4.968,5228.1,0
49,technician,married,3,1,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
27,admin.,single,7,1,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
42,admin.,married,6,0,2,0,0,jul,thu,12,0,1,4.968,5228.1,0
56,entrepreneur,married,1,1,2,0,1,jul,thu,20,0,1,4.968,5228.1,0
32,blue-collar,single,5,0,0,0,0,jul,thu,4,0,1,4.968,5228.1,0
28,services,married,5,0,0,0,1,jul,thu,14,0,1,4.968,5228.1,0
28,admin.,single,6,0,2,0,1,jul,thu,10,0,1,4.968,5228.1,0
41,self-employed,divorced,6,0,0,0,1,jul,thu,10,0,1,4.968,5228.1,0
41,admin.,single,6,0,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
52,retired,married,3,1,0,0,1,jul,thu,4,0,1,4.968,5228.1,0
38,admin.,married,5,0,0,0,1,jul,thu,5,0,1,4.968,5228.1,0
54,blue-collar,married,3,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
47,admin.,married,3,0,2,2,0,jul,thu,4,0,1,4.968,5228.1,0
37,services,single,5,0,0,0,1,jul,thu,6,0,1,4.968,5228.1,0
40,unknown,married,4,0,2,2,1,jul,thu,6,0,1,4.968,5228.1,0
36,blue-collar,married,3,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
35,self-employed,married,6,0,0,0,0,jul,thu,5,0,1,4.968,5228.1,0
30,admin.,single,5,0,0,0,1,jul,thu,27,0,1,4.968,5228.1,0
34,technician,married,6,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
28,admin.,single,5,0,2,0,1,jul,thu,6,0,1,4.968,5228.1,0
42,admin.,divorced,6,0,0,2,0,jul,thu,17,0,1,4.968,5228.1,0
35,admin.,single,5,0,2,2,1,jul,thu,16,0,1,4.968,5228.1,0
28,services,married,5,0,2,0,1,jul,thu,6,0,1,4.968,5228.1,0
36,unemployed,married,6,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
58,blue-collar,divorced,1,1,0,0,0,jul,thu,7,0,1,4.968,5228.1,0
30,admin.,single,5,0,0,0,1,jul,thu,4,0,1,4.968,5228.1,0
46,technician,divorced,7,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
56,technician,divorced,6,1,0,2,1,jul,thu,2,0,1,4.968,5228.1,0
42,admin.,married,5,1,0,2,1,jul,thu,5,0,1,4.968,5228.1,0
37,blue-collar,divorced,3,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
39,admin.,married,6,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
37,admin.,married,6,0,0,2,1,jul,thu,3,0,1,4.968,5228.1,0
56,retired,divorced,5,0,2,0,1,jul,thu,10,0,1,4.968,5228.1,0
37,services,divorced,5,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
50,technician,single,5,1,0,0,0,jul,thu,6,0,1,4.968,5228.1,0
36,blue-collar,married,2,1,2,0,1,jul,thu,16,0,1,4.968,5228.1,0
29,technician,married,6,0,0,0,1,jul,thu,23,0,1,4.968,5228.1,0
35,technician,married,7,0,1,1,1,jul,thu,12,0,1,4.968,5228.1,0
37,entrepreneur,divorced,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,1
36,blue-collar,single,5,0,2,0,1,jul,thu,24,0,1,4.968,5228.1,0
33,technician,single,7,0,0,0,1,jul,thu,5,0,1,4.968,5228.1,0
29,admin.,single,5,0,0,2,1,jul,thu,3,0,1,4.968,5228.1,0
39,services,married,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
32,blue-collar,single,5,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
43,technician,divorced,7,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
36,blue-collar,married,2,1,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
36,management,married,6,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
40,technician,married,7,1,0,2,0,jul,thu,3,0,1,4.968,5228.1,0
40,blue-collar,single,3,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
32,admin.,single,6,0,0,2,1,jul,thu,8,0,1,4.968,5228.1,0
33,services,married,7,0,2,2,1,jul,thu,4,0,1,4.968,5228.1,1
32,admin.,divorced,5,0,1,1,1,jul,thu,4,0,1,4.968,5228.1,0
34,technician,married,6,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
29,admin.,married,5,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
48,services,married,7,1,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
39,technician,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
35,technician,married,7,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
30,admin.,single,6,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
42,self-employed,married,6,0,2,0,0,jul,thu,14,0,1,4.968,5228.1,1
37,blue-collar,divorced,3,0,2,0,1,jul,thu,4,0,1,4.968,5228.1,1
35,technician,married,7,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
39,technician,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
46,admin.,single,5,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
39,technician,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
50,technician,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
46,admin.,single,5,0,1,1,1,jul,thu,3,0,1,4.968,5228.1,0
27,admin.,married,5,1,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
52,blue-collar,married,1,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
56,technician,divorced,6,1,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
28,admin.,single,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
52,blue-collar,married,4,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
27,blue-collar,single,1,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
29,admin.,single,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
27,blue-collar,single,1,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
22,unemployed,single,5,0,0,0,1,jul,thu,6,0,1,4.968,5228.1,0
48,entrepreneur,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
31,blue-collar,single,5,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
45,admin.,married,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
38,admin.,married,5,0,0,2,1,jul,thu,3,0,1,4.968,5228.1,0
48,entrepreneur,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
35,technician,married,7,0,0,2,1,jul,thu,23,0,1,4.968,5228.1,0
28,services,married,5,0,1,1,1,jul,thu,4,0,1,4.968,5228.1,0
36,student,divorced,6,0,0,2,1,jul,thu,5,0,1,4.968,5228.1,0
29,admin.,single,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
45,admin.,married,6,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
56,entrepreneur,married,1,1,2,2,1,jul,thu,20,0,1,4.968,5228.1,0
44,admin.,single,2,1,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
33,services,married,7,0,0,2,1,jul,thu,7,0,1,4.968,5228.1,0
29,admin.,single,5,0,2,2,1,jul,thu,3,0,1,4.968,5228.1,0
45,admin.,married,6,0,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
59,housemaid,married,1,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
43,blue-collar,single,2,1,0,0,1,jul,thu,5,0,1,4.968,5228.1,0
47,admin.,married,5,1,0,2,0,jul,thu,5,0,1,4.968,5228.1,0
45,blue-collar,single,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
49,technician,married,3,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
42,technician,married,6,0,0,2,1,jul,thu,2,0,1,4.968,5228.1,0
28,admin.,single,6,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
45,blue-collar,single,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
39,self-employed,married,7,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
41,services,divorced,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
50,management,married,6,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
50,management,married,6,1,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
36,management,married,6,1,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
50,management,married,6,1,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
42,self-employed,married,6,0,2,0,0,jul,thu,6,0,1,4.968,5228.1,0
45,entrepreneur,divorced,6,0,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
35,technician,single,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
36,technician,married,5,0,0,0,0,jul,thu,6,0,1,4.968,5228.1,0
44,services,married,5,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
38,housemaid,married,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
39,entrepreneur,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
50,technician,married,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
38,services,married,5,0,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
38,services,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
35,blue-collar,married,3,1,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
43,services,married,5,1,0,0,1,jul,thu,19,0,1,4.968,5228.1,0
32,admin.,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
33,services,divorced,5,0,0,2,1,jul,thu,7,0,1,4.968,5228.1,0
32,admin.,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
32,admin.,married,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
35,blue-collar,married,3,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,1
32,technician,single,7,0,0,2,0,jul,thu,1,0,1,4.968,5228.1,0
32,admin.,married,5,0,2,2,1,jul,thu,22,0,1,4.968,5228.1,0
27,admin.,single,6,0,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
32,technician,single,7,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
32,technician,single,7,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
40,admin.,married,7,0,2,2,1,jul,thu,6,0,1,4.968,5228.1,0
33,technician,single,7,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
32,technician,single,7,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
32,technician,single,7,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
32,technician,single,7,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
32,technician,single,7,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
30,blue-collar,single,3,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
25,technician,single,5,0,0,0,1,jul,thu,16,0,1,4.968,5228.1,0
31,entrepreneur,single,6,1,0,2,0,jul,thu,1,0,1,4.968,5228.1,0
37,unemployed,single,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
32,admin.,married,6,0,0,0,1,jul,thu,4,0,1,4.968,5228.1,0
53,technician,married,7,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
47,blue-collar,married,1,0,1,1,0,jul,thu,1,0,1,4.968,5228.1,0
36,blue-collar,married,2,1,0,0,0,jul,thu,5,0,1,4.968,5228.1,0
41,admin.,single,6,0,2,2,0,jul,thu,5,0,1,4.968,5228.1,0
35,technician,single,7,0,2,0,1,jul,thu,4,0,1,4.968,5228.1,0
43,admin.,married,4,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
43,admin.,married,4,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
38,services,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
38,services,married,5,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
38,services,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
34,technician,married,6,0,0,2,1,jul,thu,2,0,1,4.968,5228.1,0
40,admin.,married,7,1,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
24,admin.,single,5,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,1
35,technician,single,7,1,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
28,services,married,5,0,2,0,0,jul,thu,4,0,1,4.968,5228.1,0
42,management,married,3,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
42,management,married,3,0,0,0,0,jul,thu,1,0,1,4.968,5228.1,0
29,admin.,single,6,0,0,0,1,jul,thu,14,0,1,4.968,5228.1,0
39,technician,married,5,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
56,management,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
42,management,married,3,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
56,management,married,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
35,technician,married,7,0,0,0,1,jul,thu,4,0,1,4.968,5228.1,0
48,technician,married,7,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
48,technician,married,7,0,0,0,0,jul,thu,1,0,1,4.968,5228.1,0
42,blue-collar,married,3,1,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
53,blue-collar,married,1,1,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
39,services,married,5,0,2,0,1,jul,thu,29,0,1,4.968,5228.1,0
52,blue-collar,married,3,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
26,blue-collar,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
34,technician,married,7,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
36,blue-collar,married,3,0,2,0,0,jul,thu,2,0,1,4.968,5228.1,0
32,technician,single,7,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
56,management,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
37,admin.,married,5,0,1,1,1,jul,thu,3,0,1,4.968,5228.1,0
35,technician,single,7,1,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
34,unemployed,married,5,0,1,1,1,jul,thu,1,0,1,4.968,5228.1,0
56,management,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
34,unemployed,married,5,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
46,technician,divorced,7,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
56,technician,divorced,6,1,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
32,admin.,married,5,0,0,0,1,jul,thu,11,0,1,4.968,5228.1,1
28,admin.,single,6,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,1
49,technician,married,7,1,2,0,0,jul,thu,12,0,1,4.968,5228.1,0
53,blue-collar,married,1,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
28,admin.,single,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
56,technician,divorced,6,1,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
29,technician,married,6,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
44,technician,married,7,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
44,technician,married,7,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
29,technician,married,6,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
29,technician,married,6,0,0,0,0,jul,thu,1,0,1,4.968,5228.1,0
43,admin.,married,1,0,2,2,0,jul,thu,8,0,1,4.968,5228.1,0
56,technician,divorced,6,1,0,0,1,jul,thu,12,0,1,4.968,5228.1,0
52,blue-collar,married,1,0,2,0,1,jul,thu,6,0,1,4.968,5228.1,0
30,technician,single,6,0,0,0,1,jul,thu,8,0,1,4.968,5228.1,0
32,admin.,married,6,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
36,entrepreneur,married,6,1,2,0,1,jul,thu,13,0,1,4.968,5228.1,0
40,technician,married,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
36,self-employed,single,1,0,0,0,0,jul,thu,1,0,1,4.968,5228.1,0
39,services,married,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
36,self-employed,single,1,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
34,technician,married,7,1,0,0,0,jul,thu,2,0,1,4.968,5228.1,0
38,services,married,5,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
41,self-employed,divorced,6,0,0,2,1,jul,thu,6,0,1,4.968,5228.1,0
57,admin.,married,6,1,0,0,1,jul,thu,15,0,1,4.968,5228.1,0
60,retired,married,2,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
29,admin.,married,6,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
35,self-employed,single,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
42,blue-collar,married,3,1,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
28,technician,married,7,0,0,0,0,jul,thu,1,0,1,4.968,5228.1,0
28,technician,married,7,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
27,blue-collar,single,1,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
33,unemployed,married,5,1,1,1,1,jul,thu,1,0,1,4.968,5228.1,0
48,management,married,6,0,0,0,1,jul,thu,4,0,1,4.968,5228.1,0
35,self-employed,single,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
27,blue-collar,single,1,0,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
51,management,married,3,0,2,2,1,jul,thu,6,0,1,4.968,5228.1,0
28,services,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
40,technician,married,7,1,2,0,1,jul,thu,10,0,1,4.968,5228.1,0
38,services,married,5,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,1
43,housemaid,married,2,1,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
28,services,married,5,0,0,2,0,jul,thu,1,0,1,4.968,5228.1,0
37,housemaid,single,7,0,0,2,1,jul,thu,1,0,1,4.968,5228.1,0
37,housemaid,single,7,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
46,services,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
39,management,married,5,0,0,2,1,jul,thu,2,0,1,4.968,5228.1,0
33,admin.,divorced,5,0,0,2,1,jul,thu,3,0,1,4.968,5228.1,0
36,entrepreneur,married,6,1,2,0,1,jul,thu,7,0,1,4.968,5228.1,0
58,self-employed,divorced,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
44,admin.,divorced,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
32,services,single,5,0,0,2,1,jul,thu,2,0,1,4.968,5228.1,0
57,admin.,single,5,1,2,0,0,jul,thu,6,0,1,4.968,5228.1,0
28,admin.,single,6,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
53,admin.,married,6,0,2,0,1,jul,thu,33,0,1,4.968,5228.1,0
28,admin.,single,6,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,1
42,blue-collar,married,3,1,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
28,services,married,5,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,1
38,technician,single,7,0,0,0,1,jul,thu,6,0,1,4.968,5228.1,0
28,services,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
34,unemployed,married,5,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
31,admin.,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
31,admin.,single,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
29,technician,single,7,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
46,technician,married,6,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
51,management,married,1,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
53,blue-collar,married,1,1,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
36,admin.,married,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
38,self-employed,divorced,3,0,2,2,1,jul,thu,3,0,1,4.968,5228.1,0
37,blue-collar,married,3,1,0,2,0,jul,thu,7,0,1,4.968,5228.1,0
32,admin.,married,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
36,blue-collar,single,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
24,admin.,single,5,0,2,2,1,jul,thu,5,0,1,4.968,5228.1,0
47,technician,married,5,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
39,technician,married,5,0,2,0,1,jul,thu,4,0,1,4.968,5228.1,1
44,admin.,divorced,6,0,2,0,1,jul,thu,11,0,1,4.968,5228.1,0
35,self-employed,married,6,0,2,0,0,jul,thu,5,0,1,4.968,5228.1,0
28,services,single,5,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
39,services,single,5,0,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
31,management,single,6,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
44,unknown,married,4,0,2,0,1,jul,thu,6,0,1,4.968,5228.1,0
35,self-employed,married,6,0,2,0,0,jul,thu,12,0,1,4.968,5228.1,0
39,technician,married,5,0,0,0,1,jul,thu,9,0,1,4.968,5228.1,0
42,technician,married,7,1,2,0,1,jul,thu,10,0,1,4.968,5228.1,0
39,admin.,single,4,0,0,0,1,jul,thu,10,0,1,4.968,5228.1,0
40,admin.,married,5,0,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
27,self-employed,married,6,0,2,0,0,jul,thu,3,0,1,4.968,5228.1,0
50,unemployed,married,7,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
58,unknown,married,5,1,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
22,unemployed,single,5,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,1
48,admin.,divorced,6,0,2,0,1,jul,thu,4,0,1,4.968,5228.1,0
53,blue-collar,married,1,1,0,2,1,jul,thu,2,0,1,4.968,5228.1,0
36,admin.,single,6,0,2,0,1,jul,thu,7,0,1,4.968,5228.1,0
54,admin.,married,6,1,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
47,technician,married,7,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
59,services,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
59,services,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
35,admin.,married,5,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
38,admin.,married,2,0,0,0,1,jul,thu,5,0,1,4.968,5228.1,0
45,management,married,6,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
57,technician,single,7,0,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
39,management,divorced,3,1,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
45,blue-collar,married,3,0,1,1,1,jul,thu,10,0,1,4.968,5228.1,0
55,management,married,6,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
28,blue-collar,married,1,1,0,0,1,jul,thu,2,0,1,4.968,5228.1,0
45,management,married,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
44,blue-collar,divorced,7,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
33,blue-collar,married,2,1,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
25,admin.,single,3,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
25,admin.,single,3,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
30,unemployed,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
53,admin.,married,5,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
60,management,married,7,1,2,0,1,jul,thu,4,0,1,4.968,5228.1,0
34,services,married,5,0,2,0,1,jul,thu,1,0,1,4.968,5228.1,0
36,admin.,married,6,0,0,0,1,jul,thu,5,0,1,4.968,5228.1,0
34,services,married,5,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
36,technician,single,7,0,0,0,1,jul,thu,4,0,1,4.968,5228.1,0
37,blue-collar,married,1,1,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
54,blue-collar,married,3,0,2,0,0,jul,thu,1,0,1,4.968,5228.1,0
55,admin.,divorced,6,0,0,0,1,jul,thu,1,0,1,4.968,5228.1,0
55,admin.,divorced,6,0,2,2,1,jul,thu,1,0,1,4.968,5228.1,0
34,services,married,5,0,0,0,0,jul,thu,1,0,1,4.968,5228.1,0
28,blue-collar,married,1,1,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
25,admin.,single,3,0,0,0,1,jul,thu,29,0,1,4.968,5228.1,0
30,services,single,5,0,0,0,0,jul,thu,5,0,1,4.968,5228.1,0
36,admin.,single,6,0,2,0,1,jul,thu,8,0,1,4.968,5228.1,0
29,management,married,6,0,2,0,1,jul,thu,4,0,1,4.968,5228.1,0
34,technician,divorced,4,0,2,0,0,jul,thu,4,0,1,4.968,5228.1,0
31,self-employed,married,6,0,0,0,1,jul,thu,5,0,1,4.968,5228.1,0
48,blue-collar,married,7,0,0,0,1,jul,thu,25,0,1,4.968,5228.1,0
30,blue-collar,single,5,0,2,0,0,jul,thu,16,0,1,4.968,5228.1,0
31,services,single,5,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
28,blue-collar,married,1,1,2,0,1,jul,thu,9,0,1,4.968,5228.1,0
33,admin.,single,7,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
28,technician,single,6,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
58,management,married,6,0,0,2,1,jul,thu,20,0,1,4.968,5228.1,0
45,admin.,married,6,0,0,0,1,jul,thu,7,0,1,4.968,5228.1,0
48,technician,married,7,1,0,2,0,jul,thu,6,0,1,4.968,5228.1,0
33,technician,married,6,0,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
54,admin.,married,6,1,2,0,1,jul,thu,27,0,1,4.968,5228.1,0
36,admin.,single,6,0,2,0,1,jul,thu,33,0,1,4.968,5228.1,0
36,admin.,single,6,0,2,2,0,jul,thu,8,0,1,4.968,5228.1,0
44,blue-collar,divorced,7,0,0,0,1,jul,thu,31,0,1,4.968,5228.1,0
39,technician,married,7,0,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
32,technician,married,6,0,2,0,1,jul,thu,6,0,1,4.968,5228.1,0
25,admin.,single,3,0,2,2,1,jul,thu,17,0,1,4.968,5228.1,0
38,admin.,married,5,0,2,0,0,jul,thu,18,0,1,4.968,5228.1,0
48,technician,married,7,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
38,admin.,married,2,0,2,0,1,jul,thu,3,0,1,4.968,5228.1,0
32,technician,married,6,0,0,0,0,jul,thu,4,0,1,4.968,5228.1,0
59,services,married,5,0,2,0,1,jul,thu,5,0,1,4.968,5228.1,0
38,technician,married,5,0,2,2,1,jul,thu,34,0,1,4.968,5228.1,0
50,self-employed,married,7,0,2,0,1,jul,thu,2,0,1,4.968,5228.1,0
54,admin.,married,6,0,0,0,1,jul,thu,5,0,1,4.968,5228.1,0
41,housemaid,married,1,1,0,0,1,jul,thu,24,0,1,4.968,5228.1,0
52,blue-collar,married,3,1,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
32,technician,married,6,0,2,0,1,jul,thu,7,0,1,4.968,5228.1,0
31,services,single,5,0,0,0,1,jul,thu,3,0,1,4.968,5228.1,0
