Age,Job,Marital,EducationLevel,HasDefault,HousingLoan,HasLoan,ContactType,ContactMonth,ContactDay,ThisCampaignContact,PreviousCampaignContact,PreviousOutcome,EuriborRate3Month,NumberOfEmployees,Success
40,technician,divorced,7,No,Yes,No,Celullar,aug,tue,8,0,Not-Exist,4.965,5228.1,0
59,management,married,6,No,Yes,No,Celullar,aug,tue,10,0,Not-Exist,4.965,5228.1,0
57,retired,married,3,No,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,1
38,admin.,married,6,No,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
47,self-employed,married,6,No,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
50,admin.,divorced,6,No,Yes,No,Celullar,aug,tue,9,0,Not-Exist,4.965,5228.1,0
47,self-employed,married,6,No,Yes,No,Celullar,aug,tue,7,0,Not-Exist,4.965,5228.1,0
48,blue-collar,married,3,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
46,admin.,married,6,Unknown,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
48,technician,married,7,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
37,housemaid,married,1,Unknown,No,Yes,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
45,technician,divorced,7,No,No,No,Celullar,aug,tue,10,0,Not-Exist,4.965,5228.1,0
57,admin.,married,5,Unknown,No,No,Celullar,aug,tue,15,0,Not-Exist,4.965,5228.1,0
32,technician,single,7,No,Yes,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
49,blue-collar,married,1,Unknown,No,Yes,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
48,housemaid,married,3,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
48,technician,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
48,technician,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
44,admin.,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
41,technician,single,6,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
32,technician,single,5,No,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
47,self-employed,married,6,No,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
44,admin.,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
36,technician,married,7,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
38,admin.,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
55,technician,divorced,7,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
55,technician,divorced,7,Unknown,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
45,blue-collar,married,1,No,No,No,Telephone,aug,tue,3,0,Not-Exist,4.965,5228.1,0
46,admin.,married,3,No,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
42,management,married,6,Unknown,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
42,management,married,6,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
34,technician,single,7,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
38,technician,single,5,No,Yes,Yes,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
42,management,married,6,Unknown,Yes,Yes,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
55,technician,divorced,7,Unknown,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
31,technician,divorced,5,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
41,self-employed,married,7,No,No,No,Celullar,aug,tue,11,0,Not-Exist,4.965,5228.1,0
32,technician,married,7,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
60,self-employed,married,3,No,No,No,Celullar,aug,tue,13,0,Not-Exist,4.965,5228.1,0
46,admin.,married,6,Unknown,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
46,admin.,married,6,Unknown,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
50,admin.,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
35,admin.,single,6,No,No,Yes,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
35,admin.,single,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
50,admin.,married,6,No,Yes,Yes,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
48,housemaid,married,3,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
50,blue-collar,married,7,No,Yes,Yes,Celullar,aug,tue,8,0,Not-Exist,4.965,5228.1,0
59,management,married,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
38,admin.,married,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
55,technician,divorced,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
37,technician,divorced,7,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
55,technician,divorced,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
42,housemaid,married,5,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
47,self-employed,married,6,No,Yes,No,Celullar,aug,tue,13,0,Not-Exist,4.965,5228.1,0
55,technician,divorced,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
40,technician,divorced,7,No,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
38,management,divorced,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
39,technician,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
55,admin.,married,6,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
53,admin.,married,6,Unknown,No,No,Celullar,aug,tue,11,0,Not-Exist,4.965,5228.1,0
50,technician,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
35,technician,single,7,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
35,technician,single,7,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
45,unknown,married,5,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
35,technician,single,7,No,Yes,Yes,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
40,admin.,single,5,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
47,blue-collar,married,5,No,Unknown,Unknown,Celullar,aug,tue,10,0,Not-Exist,4.965,5228.1,0
45,unknown,married,5,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
37,technician,married,7,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
41,technician,single,7,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
41,technician,single,7,No,Unknown,Unknown,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
41,technician,single,7,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
41,technician,single,7,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
48,admin.,married,6,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
37,technician,divorced,7,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
37,technician,divorced,7,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
33,management,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
37,technician,divorced,7,No,Unknown,Unknown,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
33,management,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
50,admin.,married,5,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
30,technician,married,7,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
37,admin.,married,6,No,No,No,Celullar,aug,tue,12,0,Not-Exist,4.965,5228.1,0
32,admin.,married,6,No,Yes,Yes,Celullar,aug,tue,12,0,Not-Exist,4.965,5228.1,0
54,admin.,married,6,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
32,admin.,married,6,No,Yes,No,Telephone,aug,tue,7,0,Not-Exist,4.965,5228.1,0
56,services,married,5,No,Yes,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
36,housemaid,married,1,No,Yes,No,Celullar,aug,tue,7,0,Not-Exist,4.965,5228.1,0
48,technician,married,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
47,technician,married,5,No,No,No,Celullar,aug,tue,9,0,Not-Exist,4.965,5228.1,0
29,technician,single,5,No,Yes,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
56,retired,married,7,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
40,admin.,single,5,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
52,unemployed,divorced,5,No,Yes,Yes,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
33,technician,married,7,Unknown,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
47,blue-collar,married,1,Unknown,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
50,blue-collar,married,1,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
56,services,married,5,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
57,technician,married,7,Unknown,No,No,Telephone,aug,tue,7,0,Not-Exist,4.965,5228.1,0
56,services,married,5,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
37,housemaid,married,1,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
45,blue-collar,married,3,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
58,self-employed,married,3,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
50,blue-collar,married,1,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
38,technician,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
38,technician,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
48,technician,married,6,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
50,technician,married,6,No,Unknown,Unknown,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
50,admin.,divorced,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
32,technician,single,7,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
47,self-employed,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
38,admin.,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
48,technician,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
33,admin.,divorced,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
48,services,married,1,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
33,admin.,divorced,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
32,technician,single,7,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
30,technician,divorced,7,Unknown,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
47,technician,married,5,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
33,technician,married,7,No,Yes,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
48,services,married,1,Unknown,Yes,No,Celullar,aug,tue,1,0,Not-Exist,4.965,5228.1,0
57,retired,married,3,No,No,No,Celullar,aug,tue,27,0,Not-Exist,4.965,5228.1,0
55,management,married,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
38,admin.,married,6,No,Yes,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
29,admin.,married,6,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
39,technician,divorced,7,Unknown,Yes,No,Celullar,aug,tue,7,0,Not-Exist,4.965,5228.1,0
52,blue-collar,married,1,No,No,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
40,management,married,6,No,No,No,Celullar,aug,tue,11,0,Not-Exist,4.965,5228.1,0
32,admin.,married,6,No,No,Yes,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
57,retired,married,3,No,Yes,Yes,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,1
35,technician,married,6,No,Yes,No,Celullar,aug,tue,12,0,Not-Exist,4.965,5228.1,0
48,services,married,1,Unknown,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,1
35,technician,married,7,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
54,admin.,married,6,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
35,technician,married,6,No,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
43,technician,married,7,Unknown,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
35,technician,married,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
32,admin.,divorced,6,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
35,technician,single,7,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
37,technician,divorced,7,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
60,unknown,married,4,Unknown,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
52,unemployed,divorced,5,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
46,admin.,married,6,Unknown,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
47,self-employed,married,6,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
51,blue-collar,married,1,No,No,No,Celullar,aug,tue,19,0,Not-Exist,4.965,5228.1,0
52,blue-collar,married,1,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
32,technician,divorced,5,No,Unknown,Unknown,Celullar,aug,tue,10,0,Not-Exist,4.965,5228.1,0
33,admin.,married,6,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
29,admin.,single,5,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
32,technician,single,5,No,No,No,Celullar,aug,tue,10,0,Not-Exist,4.965,5228.1,0
59,housemaid,married,4,Unknown,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
41,unemployed,divorced,7,No,Unknown,Unknown,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
40,technician,single,5,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
50,services,married,5,Unknown,No,No,Celullar,aug,tue,13,0,Not-Exist,4.965,5228.1,0
50,blue-collar,married,1,No,No,No,Telephone,aug,tue,3,0,Not-Exist,4.965,5228.1,0
53,unknown,married,4,Unknown,No,No,Celullar,aug,tue,9,0,Not-Exist,4.965,5228.1,0
33,technician,married,7,Unknown,Yes,No,Celullar,aug,tue,14,0,Not-Exist,4.965,5228.1,0
44,technician,married,7,No,No,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
50,housemaid,married,4,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
58,blue-collar,married,2,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
35,admin.,single,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
55,admin.,married,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
54,admin.,married,6,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
60,technician,married,6,No,Yes,No,Celullar,aug,tue,8,0,Not-Exist,4.965,5228.1,0
48,technician,single,6,Unknown,No,No,Celullar,aug,tue,8,0,Not-Exist,4.965,5228.1,0
43,management,married,6,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
31,admin.,married,6,No,Yes,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
51,admin.,married,6,No,Yes,No,Celullar,aug,tue,7,0,Not-Exist,4.965,5228.1,0
47,admin.,divorced,6,No,No,Yes,Celullar,aug,tue,19,0,Not-Exist,4.965,5228.1,0
42,admin.,married,6,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
46,entrepreneur,married,5,No,Yes,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
42,admin.,married,6,No,Yes,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
47,admin.,married,6,No,Yes,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
36,technician,married,7,No,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
47,blue-collar,married,1,Unknown,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
38,technician,married,5,No,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
47,management,married,6,No,Yes,No,Celullar,aug,tue,8,0,Not-Exist,4.965,5228.1,0
37,technician,single,6,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
47,entrepreneur,married,5,No,Yes,Yes,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
52,technician,married,5,No,Yes,Yes,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
42,technician,divorced,7,No,Yes,No,Celullar,aug,tue,11,0,Not-Exist,4.965,5228.1,0
53,unknown,married,1,Unknown,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
42,admin.,married,6,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
42,management,married,6,No,No,Yes,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
37,services,married,5,No,No,No,Celullar,aug,tue,7,0,Not-Exist,4.965,5228.1,0
29,admin.,single,6,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
52,blue-collar,married,5,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
57,admin.,married,6,Unknown,Yes,Yes,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
46,services,married,5,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
57,technician,single,7,No,Yes,Yes,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
55,management,married,6,No,Yes,Yes,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
31,management,married,6,No,Yes,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
55,blue-collar,married,3,No,Yes,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
38,technician,married,5,No,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
29,admin.,single,6,No,No,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
47,admin.,married,6,No,Unknown,Unknown,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
44,technician,married,7,No,No,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
45,services,married,2,Unknown,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
57,blue-collar,married,1,Unknown,No,No,Celullar,aug,tue,9,0,Not-Exist,4.965,5228.1,0
29,services,married,7,Unknown,Yes,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,1
54,admin.,married,5,No,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
48,admin.,married,7,No,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
56,admin.,married,6,Unknown,Yes,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
37,blue-collar,single,7,No,No,No,Celullar,aug,tue,11,0,Not-Exist,4.965,5228.1,0
48,admin.,divorced,6,Unknown,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
38,admin.,married,6,No,Yes,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
58,retired,married,1,No,No,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,1
47,admin.,married,6,No,Yes,No,Celullar,aug,tue,3,0,Not-Exist,4.965,5228.1,0
51,services,married,5,Unknown,No,Yes,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
42,self-employed,single,6,No,Yes,No,Celullar,aug,tue,6,0,Not-Exist,4.965,5228.1,0
57,admin.,married,6,Unknown,No,No,Celullar,aug,tue,2,0,Not-Exist,4.965,5228.1,0
46,housemaid,married,1,No,No,No,Celullar,aug,tue,4,0,Not-Exist,4.965,5228.1,0
56,services,divorced,5,Unknown,Yes,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
46,admin.,married,6,Unknown,No,No,Celullar,aug,tue,9,0,Not-Exist,4.965,5228.1,0
59,retired,married,6,No,Yes,No,Celullar,aug,tue,10,0,Not-Exist,4.965,5228.1,0
55,blue-collar,married,3,No,No,No,Telephone,aug,tue,10,0,Not-Exist,4.965,5228.1,0
36,technician,married,6,No,No,No,Celullar,aug,tue,5,0,Not-Exist,4.965,5228.1,0
58,blue-collar,divorced,2,Unknown,No,No,Celullar,aug,tue,7,0,Not-Exist,4.965,5228.1,0
58,housemaid,married,7,No,Yes,No,Celullar,aug,tue,10,0,Not-Exist,4.965,5228.1,0
47,technician,married,7,No,Yes,No,Celullar,aug,wed,3,0,Not-Exist,4.964,5228.1,0
55,management,married,6,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
44,technician,divorced,7,No,No,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
40,technician,married,7,No,Yes,No,Celullar,aug,wed,8,0,Not-Exist,4.964,5228.1,1
37,blue-collar,single,7,No,No,No,Celullar,aug,wed,3,0,Not-Exist,4.964,5228.1,0
41,admin.,married,6,No,No,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
33,admin.,single,6,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
48,admin.,married,6,No,Yes,Yes,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
48,blue-collar,married,5,No,Yes,No,Celullar,aug,wed,6,0,Not-Exist,4.964,5228.1,0
39,admin.,married,6,No,Yes,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,1
52,housemaid,married,1,No,Yes,No,Celullar,aug,wed,24,0,Not-Exist,4.964,5228.1,0
48,admin.,married,6,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
44,admin.,divorced,6,No,Yes,No,Celullar,aug,wed,11,0,Not-Exist,4.964,5228.1,0
45,admin.,married,3,No,Yes,Yes,Celullar,aug,wed,3,0,Not-Exist,4.964,5228.1,0
40,admin.,married,6,No,No,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
29,admin.,single,6,No,No,No,Celullar,aug,wed,6,0,Not-Exist,4.964,5228.1,0
43,technician,married,7,No,No,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
47,technician,divorced,5,No,Yes,No,Celullar,aug,wed,5,0,Not-Exist,4.964,5228.1,0
29,technician,single,7,No,No,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
31,technician,single,5,No,No,No,Celullar,aug,wed,3,0,Not-Exist,4.964,5228.1,1
37,blue-collar,single,7,No,Yes,No,Celullar,aug,wed,8,0,Not-Exist,4.964,5228.1,0
36,technician,married,7,No,Yes,No,Celullar,aug,wed,5,0,Not-Exist,4.964,5228.1,0
59,admin.,divorced,7,Unknown,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
30,technician,single,7,No,No,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
57,retired,married,1,Unknown,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
53,unknown,married,1,Unknown,No,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
52,unknown,married,4,Unknown,No,No,Celullar,aug,wed,11,0,Not-Exist,4.964,5228.1,0
41,technician,single,5,No,Yes,No,Celullar,aug,wed,3,0,Not-Exist,4.964,5228.1,0
43,admin.,married,6,No,Yes,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
48,entrepreneur,married,5,No,No,No,Celullar,aug,wed,5,0,Not-Exist,4.964,5228.1,0
59,retired,married,6,No,No,No,Celullar,aug,wed,7,0,Not-Exist,4.964,5228.1,0
36,admin.,married,6,Unknown,Yes,No,Celullar,aug,wed,11,0,Not-Exist,4.964,5228.1,0
41,technician,married,7,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
52,technician,married,5,No,Yes,No,Celullar,aug,wed,14,0,Not-Exist,4.964,5228.1,0
55,management,married,6,No,Yes,No,Celullar,aug,wed,7,0,Not-Exist,4.964,5228.1,0
45,technician,married,7,No,Yes,Yes,Celullar,aug,wed,6,0,Not-Exist,4.964,5228.1,0
46,admin.,married,6,Unknown,No,No,Telephone,aug,wed,5,0,Not-Exist,4.964,5228.1,0
51,technician,married,5,No,Yes,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
50,blue-collar,married,3,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
50,blue-collar,married,1,No,No,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
57,retired,married,7,No,Yes,No,Celullar,aug,wed,4,0,Not-Exist,4.964,5228.1,0
60,retired,married,7,No,No,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
53,unknown,married,1,Unknown,Yes,No,Celullar,aug,wed,6,0,Not-Exist,4.964,5228.1,0
31,management,married,6,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
44,technician,married,7,No,No,No,Celullar,aug,wed,9,0,Not-Exist,4.964,5228.1,0
34,admin.,married,6,No,Yes,No,Celullar,aug,wed,3,0,Not-Exist,4.964,5228.1,0
58,admin.,single,6,No,No,No,Celullar,aug,wed,5,0,Not-Exist,4.964,5228.1,0
51,admin.,married,6,No,Yes,No,Celullar,aug,wed,9,0,Not-Exist,4.964,5228.1,1
57,retired,married,5,Unknown,Yes,Yes,Celullar,aug,wed,8,0,Not-Exist,4.964,5228.1,0
57,blue-collar,married,1,Unknown,No,No,Celullar,aug,wed,1,0,Not-Exist,4.964,5228.1,0
57,blue-collar,married,1,Unknown,No,Yes,Celullar,aug,wed,1,0,Not-Exist,4.964,5228.1,0
52,admin.,divorced,6,Unknown,No,No,Celullar,aug,wed,2,0,Not-Exist,4.964,5228.1,0
45,technician,single,7,No,Yes,No,Celullar,aug,wed,1,0,Not-Exist,4.964,5228.1,0
46,admin.,married,6,Unknown,Yes,No,Celullar,aug,wed,9,0,Not-Exist,4.964,5228.1,0
